user_name	game_id	mensagem
agurin	21779	rmm
agurin	21779	mre mrrm erm
agurin	21779	erm aksherm cuteerm darkermvest didsomeonesayerm elermtrocute erm erm ermactually ermadin ermdeluxe ermdonalds ermdra ermexplode ermgamba ermgi ermgnite ermgun erminem ermjais ermki ermking ermport ermshield ermsuo german glerm glerm hermris permnis repterm rerm term terminus veryerm waytooerm zermnyas ermbed ermshakey gwerm heserm terminator veljerm caterm chatterm firsttimeermer progoterm toplanerm wideerm
agurin	21779	mmr rmm
agurin	21779	that bard ult was good
agurin	21779	everytime im olaf bard ult is so gr
agurin	21779	cooked
agurin	21779	speed
agurin	21779	thosewhoslow
agurin	21779	mad
agurin	21779	disaster
agurin	21779	ff
agurin	21779	report
agurin	21779	todays score wl
agurin	21779	que grotesco y nauseabundo es el acento polaco
agurin	21779	its fine guys lets flip v at minute
agurin	21779	armor br o
agurin	21779	or
agurin	21779	que se estan jugando
agurin	21779	what does sendo do that other toplaners dont
agurin	21779	lee el titiulo
agurin	21779	report olaf
agurin	21779	when he goes to the grocery to buy milk he returns
agurin	21779	revitalize shield immortal path shield shieldbow akshan passive shen ult yourself wtf
agurin	21779	sendo tetin dejate la liguilla esa de paquetes y hazme un coachin en plata
agurin	21779	is it game or whats the score
agurin	21779	wtf is happening
agurin	21779	playoffs de que
agurin	21779	haha report olaf
agurin	21779	acabo de entrar
agurin	21779	bro spectating
agurin	21779	monka
agurin	21779	lol gl
agurin	21779	isnt sendo an adc main chat or am i mistaken
agurin	21779	panth strong and olaf boosted
agurin	21779	no
agurin	21779	was it worth to send it on bard
agurin	21779	okok mb
agurin	21779	you thinking of slendo
agurin	21779	oh yeah
agurin	21779	gogogo
agurin	21779	ff
agurin	21779	catdespair
agurin	21779	cortisol
agurin	21779	haha
agurin	21779	happy
agurin	21779	ff
agurin	21779	check out my profile using deeplol
agurin	21779	cortisol
agurin	21779	noob
agurin	21779	make sure to subscriberino to my english youtube channel
agurin	21779	suscrbete y apyame de forma completamente gratuita a este canal usando tu twitch prime sendoshy si no sabes como hacerlo pon en el chat
agurin	21779	its joever
agurin	21779	rolled
agurin	21779	fight agaiin
agurin	21779	head over to my partner tx my current setup flex pro with the labx butdont worry even at a lower budget their chairs and desks absolutely deliver
agurin	21779	if he was playing tristana or vayne not jihn would be good
agurin	21779	wp
agurin	21779	nice
agurin	21779	holy nothing burger comp
agurin	21779	letsgo
agurin	21779	red bull nash
agurin	21779	fis would solo them buts this was alright
agurin	21779	o winnable
agurin	21779	nice
agurin	21779	wp
agurin	21779	is hexoptics good on jhin
agurin	21779	lol
agurin	21779	wtf
agurin	21779	isp
agurin	21779	i feel like he needs ldr heren no
agurin	21779	happyd
agurin	21779	happydhappy
agurin	21779	happy
agurin	21779	happy
agurin	21779	avengers
agurin	21779	happydd
agurin	21779	was
agurin	21779	random ms spikes
agurin	21779	we do a little teleporting
agurin	21779	isp
agurin	21779	holy fuck its bad
agurin	21779	paketloss deluxer
agurin	21779	isp
agurin	21779	isp
agurin	21779	bro killed him with fps
agurin	21779	happy
agurin	21779	happy
agurin	21779	only internet can stop my goat
agurin	21779	haha
agurin	21779	geil
agurin	21779	report olaf oomg
agurin	21779	name of the song
agurin	21779	added eye of the tiger by survivor
agurin	21779	twitch os acaba de poner segundos de anuncios reallymad
agurin	21779	dmg
alois_nl	21779	yup dats me caught
alois_nl	21779	consume enough alcohol until you forget
alois_nl	21779	alois has missed cannons in
alois_nl	21779	my boy alois from the ghetto
alois_nl	21779	trust bro you have operas on this is already your and you dont even know it
alois_nl	21779	eat my entire ass
alois_nl	21779	wl winrate
alois_nl	21779	buh ksante guh
alois_nl	21779	also the zaayum copypaste with emojis is my creation gigachad
alois_nl	21779	rubbw
alois_nl	21779	here is the overview of race tracklink
alois_nl	21779	drututt master lp wl alois master lp wl
alois_nl	21779	pogu
alois_nl	21779	freak
alois_nl	21779	gooned
alois_nl	21779	we were togehter for y and lived togehter idk its hard to forget and i also dont want to
alois_nl	21779	out of shits and giggles i got the bloomburrow precons but also got me two self made decks one is ygra and one is sarulf i do realise that sarulf will get me targeted more often than not anyway golgari gotta be my fav colors
alois_nl	21779	i like to think this song was sung by someone stalking another person kekw
alois_nl	21779	i cant goon
alois_nl	21779	weed
alois_nl	21779	ill be buh ing you
alois_nl	21779	here is the overview of race tracklink
alois_nl	21779	drututt master lp wl alois master lp wl
alois_nl	21779	hello chat i was here two days ago and alois was sending in pre game lobby a video of a djset by a skinny blonde girl can someone tell me who she is or what is the name of the video thx in advance piggies love
alois_nl	21779	whats your favorite
alois_nl	21779	ill be buh ing you
alois_nl	21779	huh who on mid
alois_nl	21779	aniqtoohigh
alois_nl	21779	its fine
alois_nl	21779	guh
alois_nl	21779	guh
alois_nl	21779	guh
alois_nl	21779	joanna kuchta iirc
alois_nl	21779	goat
alois_nl	21779	hambuhguh
alois_nl	21779	yes joanna kuchta
alois_nl	21779	also goatr
alois_nl	21779	ill be wuh tching you
alois_nl	21779	stalin on top as well sadge
alois_nl	21779	joanna the queen
alois_nl	21779	huu
alois_nl	21779	ok but why is he refuse to take dmg happy
alois_nl	21779	ambusiing
alois_nl	21779	drututt master lp wl alois master lp wl
alois_nl	21779	here is the overview of race tracklink
alois_nl	21779	this is ksante a champion with hp armor mr champion has unstoppable shield wall hopping abilities has an airborne furthermore the cooldown is only second mana cost is then when he transforms w cooldown is refunded and passive deals true damage and then for armormr the more and more you stack you get cdr you get cdr on your q and the casting speed gets faster and then he has an ad ratio so his w is eeka
alois_nl	21779	king nasir champ
alois_nl	21779	would insta armor pen item make sense here
alois_nl	21779	you got this bruh
alois_nl	21779	this is ksante a champion with hp armor mr champion has unstoppable shield wall hopping abilities has an airborne furthermore the cooldown is only second mana cost is then when he transforms w cooldown is refunded and passive deals true damage and then for armormr the more and more you stack you get cdr you get cdr on your q and the casting speed gets faster and then he has an ad ratio so his w is eeka
alois_nl	21779	this is ksante a champion with hp armor mr champion has unstoppable shield wall hopping abilities has an airborne furthermore the cooldown is only second mana cost is then when he transforms w cooldown is refunded and passive deals true damage and then for armormr the more and more you stack you get cdr you get cdr on your q and the casting speed gets faster and then he has an ad ratio so his w is eeka
alois_nl	21779	why ihaveno sub
alois_nl	21779	this is ksante a champion with hp armor mr champion has unstoppable shield wall hopping abilities has an airborne furthermore the cooldown is only second mana cost is then when he transforms w cooldown is refunded and passive deals true damage and then for armormr the more and more you stack you get cdr you get cdr on your q and the casting speed gets faster and then he has an ad ratio so his w is eeka
alois_nl	21779	frfr
alois_nl	21779	this is ksante a champion with hp armor mr champion has unstoppable shield wall hopping abilities has an airborne furthermore the cooldown is only second mana cost is then when he transforms w cooldown is refunded and passive deals true damage and then for armormr the more and more you stack you get cdr you get cdr on your q and the casting speed gets faster and then he has an ad ratio so his w is eeka
alois_nl	21779	caught the referencce
alois_nl	21779	guys are prime subs working can anybody check
alois_nl	21779	guh buh guh
alois_nl	21779	here is the overview of race tracklink
alois_nl	21779	drututt master lp wl alois master lp wl
alois_nl	21779	guys cmon ksante drops his resistances when he ults hes balanced buh
alois_nl	21779	damn bro is stacked what bracket are we talking abt also golgari is sick ive always wanted to build glissa the traitor as a weird artifact deck rn im running a kozilek eldrazi titans artifact control deck and endrek sahr as a storm b
alois_nl	21779	buh ing
alois_nl	21779	listening
alois_nl	21779	i think the trick to kasnate is to just not press r am i crazy
alois_nl	21779	hesbuh
alois_nl	21779	listening
alois_nl	21779	hesbuh
alois_nl	21779	score
alois_nl	21779	songsadaribbean queen no more love on the run by billy ocean peepolove now
alois_nl	21779	wtf is ksante e dash btw fakest shit in live
alois_nl	21779	sure
alois_nl	21779	feaky
alois_nl	21779	another omega hard game by your teammates
alois_nl	21779	cooked
alois_nl	21779	ksante hp armor mr unstoppablea shield goes over wallshas airbornecooldown is onlysecond too it costs mana
alois_nl	21779	hows master been
alois_nl	21779	lebronjam
alois_nl	21779	feaky
alois_nl	21779	masters
alois_nl	21779	tbh my ex also just broke things of with his ex when our relationship started so i relate to you alois its not healthyn it damaged us too
alois_nl	21779	hella cooked
alois_nl	21779	feaky
alois_nl	21779	donce
alois_nl	21779	staycalm
alois_nl	21779	the easiest way to record and review your game footage insightsggaloisnl
alois_nl	21779	is sheen ever good on riven
alois_nl	21779	done staycalm feaky
azzapp	21779	anyones whos looking for coaching just remember to keep it perpendicular thats all you need
azzapp	21779	hi azzapp
azzapp	21779	sup
azzapp	21779	more games
azzapp	21779	woah
azzapp	21779	jg azzap incoming
azzapp	21779	did he end up beating the fiora player
azzapp	21779	raidd
azzapp	21779	buh
azzapp	21779	shes scared of u
azzapp	21779	azzapperpendicular
azzapp	21779	w alois
azzapp	21779	zap zap
azzapp	21779	zaapzaap
azzapp	21779	goat
azzapp	21779	im spending all my points on music
azzapp	21779	he did
azzapp	21779	w
azzapp	21779	oink
azzapp	21779	d
azzapp	21779	oink oink
azzapp	21779	hallo
azzapp	21779	oink oink
azzapp	21779	buh
azzapp	21779	buh
azzapp	21779	buh
azzapp	21779	welcome piggys
azzapp	21779	w raid
azzapp	21779	buh
azzapp	21779	win loss lp
azzapp	21779	w winning streak
azzapp	21779	lmao
azzapp	21779	holy
azzapp	21779	hell yeah w piggy
azzapp	21779	win loss lp
azzapp	21779	holy
azzapp	21779	holy fk
azzapp	21779	oh no
azzapp	21779	whoa echo
azzapp	21779	reksai or fiddle jungler on enemy team just running roughshod over your team for what the last games now
azzapp	21779	buh
azzapp	21779	holy losers q
azzapp	21779	he already showed haha
azzapp	21779	monka
azzapp	21779	looks like aloiss streak
azzapp	21779	shoe it
azzapp	21779	are we playing as the cursed alfredo no wonder hahasweat
azzapp	21779	do you feel like the ff culture has been better or worse since your last time in korea
azzapp	21779	holy
azzapp	21779	monka
azzapp	21779	ok not looking good luck happy
azzapp	21779	go red my guy
azzapp	21779	cooked
azzapp	21779	ur a legend for still having a smile my goat
azzapp	21779	oof
azzapp	21779	red is good no
